policy,normalized_value_mean,normalized_value_ci,total_value_mean,total_value_ci,energy_j_mean,energy_j_ci,drop_pct_mean,drop_pct_ci,mean_decision_ms_mean,mean_decision_ms_ci
Deadline-Energy,0.9729950166579429,0.01768713789540872,2726.948328560597,120.33235140491686,149965.23690256354,16.654563283465656,26.346153846153847,2.355224723396662,0.01341592344733022,0.0005132503380383662
Energy-WSRPT,0.9508026447840384,0.028990996525169357,2659.169381350303,74.59125918363591,149947.5163714802,19.584834408207797,35.38461538461538,1.9070966812092385,0.01668711538793729,0.00037365752675525715
ActiveInf-inspired,0.9215858941982764,0.023000863531513746,2577.856237975254,62.73228924783738,149980.27913564918,11.733576192616052,39.73076923076923,0.9270230467068091,0.032358345678613405,0.0004626857845763304
LEO-DRL-inspired,0.9459317021034293,0.021437301362789575,2647.3475878174895,80.74333107792845,149974.22220539575,9.792120739576244,37.269230769230774,1.37380289171076,0.05012665421907929,0.0009627797457796594
Hierarchical-RA-inspired,0.9217418139562673,0.02302631122518712,2578.2972001968838,62.892306981085554,149979.9104904552,11.53087838290889,39.73076923076923,0.9270230467068091,0.01875269203222926,0.0003253740860995629
DRL-UA-inspired,0.93184415753642,0.0221029625951,2607.0583397299074,68.92513261449803,149986.93012352794,6.692279861979694,36.46153846153847,1.7725628971053773,0.05346738445671055,0.000924312302803255
QoS-Multihop-projected,0.9550762383624107,0.029156280996351844,2670.998967416507,73.12568134321782,149988.18601400135,4.284951174983039,37.50000000000001,1.3820512820512827,0.02067619228350495,0.00038370625077417545
DelayCost-adapted,0.9228581561028021,0.023640641573430394,2581.1987869977274,60.842429216353736,149973.36966569046,12.469131850251724,39.73076923076923,0.8852121361401218,0.01686392311687361,0.0004135840939283655
Heuristic-TVD,0.9876012751206937,0.014237788644133817,2764.7152670834485,79.97419989801739,149980.3865726867,10.743512258081324,32.69230769230769,1.5243523969580546,0.01628896158833339,0.00029645620948482164
